#      ID           Name         RA        DEC      X      Y       F_int     F_peak  F_int(fit)  F_pk(fit)  Maj(fit)  Min(fit) P.A.(fit) Maj(fit_deconv.)   Min(fit_deconv.) P.A.(fit_deconv.)      Alpha      Beta  Chisq(fit)  RMS(image)  RMS(fit) Nfree(fit) NDoF(fit) NPix(fit) NPix(obj) Guess?
#      --             --      [deg]      [deg]  [pix]  [pix]        [Jy]  [Jy/beam]        [Jy]  [Jy/beam]  [arcsec]  [arcsec]     [deg]         [arcsec]           [arcsec]             [deg]         --        --          --   [Jy/beam] [Jy/beam]         --        --        --        --     --
     538a J123557-445602 188.990703 -44.934085  644.1 1044.2     0.03586     0.0369      0.0383     0.0376    58.894    44.623    150.22           10.860            0.00000            297.58  -1.147042   0.00000     59.9181     0.00044     0.845          6        77        84        84      0
     539a J123558-432709 188.991803 -43.452756  634.2 1577.4     0.03329     0.0311      0.0366     0.0318    63.448    46.742    142.36           25.284           14.01496            289.24  -1.154638   0.00000     35.6543     0.00060     0.655          6        76        83        83      0
     540a J123558-434524 188.993496 -43.757021  635.7 1467.9     0.00155     0.0026      0.0033     0.0027    69.599    45.413    155.30           38.243            8.31696            305.04   0.012247   0.00000      0.2550     0.00037     0.105          6        16        23        23      0
     541a J123603-441130 189.013936 -44.191951  633.3 1311.2     0.00175     0.0026      0.0041     0.0027    82.058    48.267    153.62           57.612           19.21574            304.07   0.000671   0.00000      0.1451     0.00039     0.076          6        18        25        25      0
     542a J123604-440424 189.018571 -44.073440  631.3 1353.9     0.03784     0.0301      0.0405     0.0306    68.245    49.914    131.51           38.483           17.11801            275.97  -0.608999   0.00000     65.9143     0.00037     0.781          6       101       108       108      0
     543a J123611-451611 189.048192 -45.270218  631.8  923.0     0.02357     0.0186      0.0257     0.0187    64.314    55.264    142.78           33.822           25.91652            290.92  -0.137473  -0.07819    159.9661     0.00042     1.259          6        94       101       101      0
     544a J123612-442813 189.050034 -44.470185  625.8 1210.9     0.00255     0.0034      0.0046     0.0034    65.233    52.856    127.63           36.598           18.29967            275.33   0.005776   0.00000      0.1201     0.00037     0.061          6        25        32        32      0
     545a J123613-445118 189.055346 -44.855142  627.1 1072.3     0.02764     0.0277      0.0300     0.0283    59.594    45.838    140.83           17.610            0.00000            288.34  -0.538086   0.00000     33.4546     0.00043     0.643          6        74        81        81      0
     546a J123617-462224 189.072216 -46.374165  633.5  525.6     0.00176     0.0021      0.0053     0.0021   112.388    57.942     15.31          100.399           23.10150             21.29   0.010877   0.00000      0.8987     0.00033     0.173          6        23        30        30      0
     547a J123617-453149 189.072835 -45.530114  627.4  829.3     0.00193     0.0035      0.0035     0.0036    57.884    43.099    149.18            0.000            0.00000            296.56  -0.264024   0.00000      0.1501     0.00037     0.081          6        16        23        23      0
     548a J123622-452747 189.094111 -45.463047  621.6  853.3     0.00169     0.0028      0.0032     0.0029    62.869    44.238    139.66           24.594            0.00000            285.96   0.016434   0.00000      0.0749     0.00036     0.056          6        17        24        24      0
     549a J123623-432019 189.096746 -43.338790  606.0 1617.8     0.01011     0.0109      0.0134     0.0113    65.152    46.936    142.31           29.076           15.08420            288.92  -3.804997   0.00000      4.7359     0.00063     0.311          6        42        49        49      0
     550a J123624-442807 189.101325 -44.468193  612.7 1211.4     0.00128     0.0026      0.0032     0.0027    61.883    49.446    149.02           22.887           19.38807            296.33   0.013827   0.00000      0.0383     0.00038     0.046          6        11        18        18      0
     551a J123624-464414 189.101083 -46.737388  629.0  394.7     0.00261     0.0039      0.0044     0.0040    57.045    49.155    122.23           27.040            0.00000            277.25   0.014030   0.00000      0.2478     0.00043     0.092          6        22        29        29      0
     552a J123624-465803 189.102501 -46.967670  630.4  311.9     0.03777     0.0385      0.0408     0.0395    60.058    44.305    146.06           13.224            4.49807            293.39  -1.972961   0.00000     35.9368     0.00066     0.670          6        73        80        80      0
     553a J123627-462009 189.112760 -46.336108  623.2  539.1     0.00155     0.0027      0.0029     0.0027    63.409    44.292    159.02           27.449            0.00000            308.22   0.025761   0.00000      0.1571     0.00030     0.081          6        17        24        24      0
     554a J123627-425338 189.112674 -42.893622  598.7 1777.9     0.00335     0.0075      0.0095     0.0076    68.268    47.433    126.45           39.814            0.00000            268.79   0.019364   0.00000      0.0134     0.00125     0.029          6         9        16        16      0
     555a J123627-434808 189.115313 -43.802268  604.4 1451.0     0.01185     0.0131      0.0139     0.0135    60.612    43.698    147.76           15.268            0.00000            295.17  -0.008530   0.00000     10.4944     0.00035     0.425          6        51        58        58      0
     556a J123627-433806 189.115166 -43.635008  603.2 1511.2     0.00984     0.0094      0.0122     0.0097    63.714    50.612    153.36           27.923           21.60016            300.73  -1.396313   0.00000     12.2897     0.00039     0.449          6        54        61        61      0
     557a J123628-462755 189.119935 -46.465317  622.4  492.5     0.00163     0.0028      0.0035     0.0029    58.073    53.585    139.42           30.853            0.00000            290.81   0.002773   0.00000      0.2180     0.00036     0.100          6        15        22        22      0
     558a J123629-424118 189.122505 -42.688011  594.7 1851.8     0.01872     0.0186      0.0304     0.0189    79.455    52.227    147.71           53.592           28.17778            295.22   0.005836   0.00000      1.1021     0.00180     0.156          6        38        45        45      0
     559a J123630-443804 189.128560 -44.634442  606.9 1151.4     0.00619     0.0062      0.0083     0.0064    68.721    48.509    148.80           35.832           20.42030            296.50   0.011014   0.00000      4.1010     0.00037     0.281          6        45        52        52      0
     560a J123634-455940 189.145473 -45.994501  612.5  661.8     0.00345     0.0043      0.0047     0.0045    57.584    46.920    164.16           22.222            0.00000            308.95  -1.250012   0.00000      1.7812     0.00027     0.211          6        33        40        40      0
     561a J123638-424703 189.159330 -42.784295  585.7 1817.0     0.06992     0.0618      0.0788     0.0633    65.548    49.008    147.35           29.248           21.63755            294.73  -2.105131  -3.26835     10.0768     0.00161     0.355          6        73        80        80      0
     562a J123639-455108 189.163344 -45.852396  607.0  712.9     0.00319     0.0036      0.0046     0.0036    64.687    50.937    161.02           32.700           18.29976            308.77   0.716470   0.00000      1.5052     0.00028     0.185          6        37        44        44      0
     563a J123641-431450 189.173312 -43.247510  585.3 1650.3     0.01067     0.0108      0.0148     0.0111    69.278    49.786    140.07           37.721           21.91864            285.89   0.002315   0.00000      2.3899     0.00072     0.219          6        43        50        50      0
     564a J123645-462225 189.189671 -46.373598  604.4  525.2     0.00310     0.0038      0.0050     0.0038    65.832    51.257    141.81           31.273           24.66647            288.85  -0.795476   0.00000      0.9813     0.00034     0.163          6        30        37        37      0
     565a J123646-444354 189.193238 -44.732136  591.0 1115.9     0.00293     0.0038      0.0052     0.0038    66.804    52.296    144.17           32.464           27.72855            291.34   0.007233   0.00359      0.5719     0.00040     0.132          6        26        33        33      0
     566a J123647-451314 189.198982 -45.220826  593.2  940.0     0.01790     0.0065      0.0279     0.0069   171.014    61.482     83.33          164.429           24.78075            169.42  -1.313619   0.00000     43.0664     0.00052     0.589          6       117       124       124      0
     567a J123649-453903 189.205394 -45.650648  594.9  785.3     0.00830     0.0042      0.0316     0.0033   397.790    62.680    137.03          393.503           44.11295            274.25  -1.313024   0.00000    277.3391     0.00034     1.718          6        87        94        94      0
     568a J123650-460836 189.211210 -46.143372  597.2  607.9     0.00173     0.0028      0.0028     0.0029    55.772    44.787    135.69           14.178            0.00000            284.90  -1.855851   0.00000      0.1174     0.00028     0.066          6        20        27        27      0
     569a J123657-443050 189.240039 -44.514117  577.4 1194.1     0.03010     0.0308      0.0326     0.0317    60.328    43.965    145.06           14.757            0.00000            292.29  -0.889860   0.00000     49.1585     0.00043     0.789          6        72        79        79      0
     570a J123702-462904 189.259417 -46.484709  587.9  484.8     0.03419     0.0341      0.0367     0.0347    60.517    45.166    148.43           15.094            9.98305            295.85  -0.638183   0.00000     54.7830     0.00040     0.803          6        78        85        85      0
     571a J123703-460445 189.265246 -46.078803  583.3  630.9     0.00371     0.0045      0.0051     0.0046    62.413    45.844    152.06           22.522           10.72392            299.85  -1.780063   0.00000      1.8085     0.00029     0.205          6        36        43        43      0
     572a J123703-450646 189.266188 -45.112901  575.4  978.5     0.00152     0.0031      0.0045     0.0032    63.231    58.141    124.81           39.759           20.56547            282.07   0.010538   0.00000      0.0212     0.00051     0.035          6        10        17        17      0
     573a J123707-454023 189.282524 -45.673360  575.7  776.7     0.01222     0.0132      0.0137     0.0138    58.136    44.180    142.33           10.665            0.00000            289.85  -0.766469   0.00000     21.9429     0.00032     0.577          6        59        66        66      0
     574a J123709-454429 189.289146 -45.741521  574.6  752.1     0.06198     0.0623      0.0643     0.0647    58.434    43.840    143.97            8.402            0.00000            291.37  -1.336685   0.00000    182.3414     0.00031     1.324          6        97       104       104      0
     575a J123710-440910 189.294570 -44.152666  560.5 1323.9     0.00183     0.0032      0.0039     0.0033    62.536    49.238    155.26           26.183           16.58006            302.59   0.003477   0.00000      0.0574     0.00039     0.051          6        15        22        22      0
     576a J123710-463822 189.295832 -46.639595  580.2  428.9     0.00445     0.0056      0.0067     0.0056    64.129    48.069    152.42           27.027           17.82979            300.25   0.580824   0.00000      3.7456     0.00043     0.310          6        32        39        39      0
     577a J123712-465733 189.303643 -46.959472  580.9  313.8     0.00707     0.0080      0.0106     0.0082    68.505    48.814    155.77           36.541           19.12187            304.92  -0.000723   0.00000      2.7618     0.00070     0.256          6        35        42        42      0
     578a J123716-434556 189.320713 -43.765772  550.7 1463.0     0.00155     0.0029      0.0033     0.0029    62.335    46.242    146.69           21.120           14.25076            294.03  -0.001179   0.00000      0.0913     0.00038     0.066          6        14        21        21      0
     579a J123718-432834 189.326118 -43.476161  547.0 1567.1     0.01194     0.0137      0.0146     0.0142    59.980    44.323    145.77           13.053            4.12048            293.09  -1.417773   0.00000      9.1365     0.00052     0.419          6        45        52        52      0
     580a J123718-451556 189.323436 -45.257782  562.0  926.0     0.17752     0.0997      0.0997     0.0997    58.661    43.973    147.38            0.012            0.00055            294.77  -1.496062  -1.86713    999.0000     0.00054     0.000          0         0         0       237      1
     580b J123718-451556 189.340121 -45.285302  558.0  916.0     0.17752     0.0997      0.0364     0.0364    58.661    43.973    147.38            0.012            0.00055            294.77  -1.283378  -1.46522    999.0000     0.00054     0.000          0         0         0       237      1
     580c J123718-451556 189.351059 -45.257341  555.0  926.0     0.17752     0.0997      0.0081     0.0081    58.661    43.973    147.38            0.012            0.00055            294.77  -1.685709  -2.26366    999.0000     0.00054     0.000          0         0         0       237      1
     581a J123721-433512 189.337590 -43.586953  544.9 1527.2     0.00945     0.0110      0.0117     0.0113    58.046    45.957    155.40           16.808            0.00000            302.06  -1.321338   0.00000      8.5387     0.00046     0.413          6        43        50        50      0
     582a J123722-433050 189.342063 -43.514158  543.2 1553.4     0.00758     0.0090      0.0097     0.0094    57.787    46.274    141.85           15.959            0.00000            289.87  -2.091551   0.00000      2.6561     0.00051     0.240          6        39        46        46      0
     583a J123725-453723 189.356750 -45.623394  556.6  794.2     0.00181     0.0029      0.0035     0.0030    62.958    47.224    137.85           26.458           10.90843            284.57   0.009725   0.00000      0.1129     0.00036     0.067          6        18        25        25      0
     584a J123727-441335 189.362322 -44.226281  543.7 1297.0     0.00590     0.0053      0.0086     0.0054    72.667    56.627    155.70           44.019           34.27386            304.40   0.007242   0.00000      4.1408     0.00041     0.277          6        47        54        54      0
     585a J123728-452722 189.368211 -45.456064  552.3  854.4     0.00580     0.0069      0.0077     0.0072    61.723    44.853    148.28           19.257            8.71482            295.74  -0.154677   0.00000      4.0604     0.00038     0.304          6        37        44        44      0
     586a J123728-433646 189.369538 -43.612986  536.8 1517.7     0.01441     0.0169      0.0165     0.0175    54.945    44.198    151.55            6.185            0.00000            298.22  -1.323405   0.00000     16.9852     0.00046     0.541          6        51        58        58      0
     587a J123731-443218 189.381415 -44.538405  541.3 1184.6     0.01945     0.0200      0.0221     0.0210    62.060    43.754    150.03           20.598            0.00000            297.74  -0.060969   0.00000     25.9424     0.00047     0.627          6        59        66        66      0
     588a J123731-444949 189.380835 -44.830253  543.9 1079.5     0.00329     0.0036      0.0071     0.0036   104.569    48.123    122.72           88.310            8.77858            252.22   0.000650   0.00000      2.8291     0.00045     0.280          6        29        36        36      0
     589a J123732-435936 189.384468 -43.994892  536.0 1380.1     0.00689     0.0045      0.0128     0.0043   161.327    47.305    160.22          150.547           15.00112            318.95   0.001505   0.00000     52.6824     0.00037     0.880          6        61        68        68      0
     590a J123732-463133 189.387078 -46.525973  556.7  469.3     0.00646     0.0074      0.0086     0.0077    65.461    44.248    147.13           29.052            4.92259            294.46   0.558621   0.00000      1.3470     0.00042     0.171          6        39        46        46      0
     591a J123734-441609 189.392595 -44.269332  536.2 1281.3     0.00520     0.0055      0.0076     0.0057    65.335    52.457    146.36           29.157           28.20436            293.74   0.001977   0.00099      1.4937     0.00041     0.182          6        38        45        45      0
     592a J123735-433820 189.398612 -43.638946  529.4 1508.1     0.01757     0.0155      0.0200     0.0161    63.246    50.568    150.34           25.961           22.54973            297.66  -1.483204   0.00000     12.9177     0.00047     0.407          6        71        78        78      0
     593a J123739-434308 189.415522 -43.718984  525.7 1479.2     0.03961     0.0376      0.0426     0.0390    61.720    45.646    144.40           19.918           11.01763            291.58  -0.802018   0.00000     82.3538     0.00043     0.967          6        81        88        88      0
     594a J123741-435228 189.425246 -43.874300  524.5 1423.3     0.00263     0.0028      0.0061     0.0028    79.444    69.774    161.11           57.043           50.50880            308.18   0.013404   0.00000      1.7955     0.00039     0.223          6        29        36        36      0
     595a J123743-430729 189.430531 -43.124693  516.8 1692.9     0.00404     0.0062      0.0091     0.0062    70.006    54.010    133.40           41.263           27.21338            278.84   0.003345   0.00000      0.1296     0.00080     0.072          6        18        25        25      0
     596a J123743-463348 189.430804 -46.563571  546.2  455.5     0.01163     0.0058      0.0178     0.0058   117.425    67.349     91.35          106.929           38.93513            191.85  -0.578473   0.00000     23.3079     0.00046     0.493          6        89        96        96      0
     597a J123746-445951 189.443048 -44.997749  529.5 1018.9     0.00451     0.0057      0.0072     0.0059    62.909    49.773    142.69           25.554           20.17864            290.12   0.004506   0.00000      1.0497     0.00051     0.173          6        28        35        35      0
     598a J123753-440510 189.473229 -44.086322  513.9 1346.7     0.00188     0.0026      0.0054     0.0026    78.626    67.613     25.13           63.309           37.02299            355.50   0.006097   0.00000      0.0465     0.00042     0.042          6        19        26        26      0
     599a J123800-444018 189.499496 -44.671591  512.2 1135.9     0.00178     0.0034      0.0046     0.0034    65.526    52.742    144.87           30.277           28.00009            292.25   0.025645   0.00000      0.0106     0.00053     0.024          6        12        19        19      0
     600a J123800-430650 189.500312 -43.114006  498.4 1696.3     0.03561     0.0378      0.0401     0.0395    60.238    43.574    143.36           15.330            0.00000            290.47  -1.504102   0.00000     26.1957     0.00087     0.630          6        59        66        66      0
     601a J123800-463544 189.501798 -46.595507  528.9  443.6     0.00630     0.0068      0.0086     0.0070    62.809    50.577    134.98           29.674           15.73980            282.89   0.559439   0.00000      5.5552     0.00045     0.340          6        41        48        48      0
     602a J123803-453024 189.515837 -45.507102  515.5  835.1     0.00193     0.0032      0.0038     0.0033    69.531    43.407    146.17           37.346            0.00000            293.16   0.013891   0.00000      0.0451     0.00039     0.043          6        17        24        24      0
     603a J123808-434555 189.539713 -43.765195  493.8 1461.8     0.02505     0.0221      0.0240     0.0225    60.569    45.401    144.18           16.665            8.79416            291.47  -0.609066  -0.49001     30.0626     0.00046     0.548          6        87       100       100      0
     603b J123808-434555 189.512495 -43.764978  500.9 1462.1     0.02505     0.0221      0.0048     0.0043    64.461    44.814    126.72           33.242            0.00000            270.33  -0.008030  -0.00405     30.0626     0.00046     0.548          6        87       100       100      0
     604a J123810-444527 189.541762 -44.757595  502.2 1104.7     0.01721     0.0167      0.0203     0.0170    65.892    46.740    156.32           31.699           12.11789            305.30   0.401581   0.00000     13.3348     0.00057     0.449          6        59        66        66      0
     605a J123810-455953 189.544587 -45.998417  512.8  658.1     0.00376     0.0048      0.0054     0.0048    61.285    47.207    146.79           17.983           16.91830            294.17   0.546057   0.00000      1.8544     0.00035     0.218          6        32        39        39      0
     606a J123811-452815 189.546407 -45.470820  507.5  848.0     0.01480     0.0128      0.0172     0.0131    63.214    53.533    155.91           31.840           21.75308            302.07  -0.324865   0.00000     26.2652     0.00039     0.588          6        69        76        76      0
     607a J123812-455144 189.552789 -45.862096  509.5  707.1     0.00159     0.0025      0.0038     0.0025    67.998    57.385    154.24           38.235           32.86490            301.20   0.036966   0.00000      0.2067     0.00036     0.093          6        17        24        24      0
     608a J123814-441512 189.560214 -44.253390  492.9 1286.0     0.00281     0.0042      0.0049     0.0042    60.256    49.550    151.49           23.388           12.81288            298.36   0.013579   0.00000      0.1606     0.00043     0.074          6        22        29        29      0
     609a J123818-464603 189.576171 -46.767706  512.2  381.2     0.00251     0.0044      0.0048     0.0045    59.029    46.257    138.12           19.181            0.00000            286.04  -0.010778   0.00000      0.1276     0.00053     0.074          6        16        23        23      0
     610a J123819-423837 189.579215 -42.643701  473.5 1865.0     0.07022     0.0597      0.0867     0.0610    68.453    53.515    133.23           39.015           25.54743            279.25  -3.154473   0.00000      6.3225     0.00271     0.303          6        62        69        69      0
     611a J123827-423226 189.612296 -42.540391  463.8 1901.9     0.05341     0.0443      0.0852     0.0449    84.153    58.181    156.17           60.815           37.33074            307.27   0.010568   0.00000      5.2092     0.00375     0.308          6        48        55        55      0
     612a J123827-425252 189.613676 -42.881325  466.5 1779.3     0.07734     0.0801      0.0858     0.0837    58.795    44.976    137.28           17.691            0.00000            284.92  -3.259348  -6.94135     33.2122     0.00165     0.684          6        64        71        71      0
     613a J123828-440249 189.619978 -44.047079  475.6 1359.9     0.00758     0.0082      0.0101     0.0086    64.857    47.118    150.56           27.996           16.37088            298.38   0.024491   0.00000      4.2553     0.00044     0.298          6        41        48        48      0
     614a J123831-450809 189.631095 -45.136300  482.9  967.8     0.00166     0.0033      0.0047     0.0033    68.779    52.684    165.37           40.511           22.14123            315.16   0.012517   0.00000      0.0279     0.00056     0.039          6        11        18        18      0
     615a J123832-455314 189.636889 -45.887372  488.7  697.5     0.00338     0.0043      0.0054     0.0045    59.803    51.731    145.45           27.295           11.51774            293.32   0.007617   0.00000      0.9960     0.00039     0.169          6        28        35        35      0
     616a J123836-461419 189.651061 -46.238488  488.5  571.1     0.00198     0.0031      0.0040     0.0032    67.387    47.923    124.02           39.355            0.00000            266.55  -0.007152   0.00000      0.1221     0.00037     0.070          6        18        25        25      0
     617a J123837-444603 189.658526 -44.764705  472.4 1101.4     0.13597     0.1033      0.1199     0.1072    61.493    46.920    152.32           21.017           12.89696            299.82  -1.426615   0.00000    222.6778     0.00072     1.162          6       152       165       165      0
     617b J123837-444603 189.633594 -44.782734  478.9 1095.0     0.13597     0.1033      0.0244     0.0236    59.915    44.552    147.51           12.197            7.15329            294.90  -0.582893   0.00000    222.6778     0.00072     1.162          6       152       165       165      0
     618a J123839-444142 189.662470 -44.695416  470.7 1126.3     0.00484     0.0056      0.0094     0.0056    74.919    58.526    156.01           47.617           37.36250            305.00  -2.024665   0.00000      2.4179     0.00066     0.259          6        29        36        36      0
     619a J123839-465146 189.663094 -46.862916  491.7  346.4     0.00435     0.0063      0.0071     0.0065    56.837    49.297    139.64           22.942            0.00000            289.41  -0.004360   0.00000      0.2373     0.00067     0.089          6        23        30        30      0
     620a J123842-463205 189.675347 -46.534982  485.4  464.2     0.00501     0.0063      0.0071     0.0066    60.896    45.770    123.67           29.044            0.00000            270.21  -1.058424  -1.08934      2.2468     0.00047     0.240          6        32        39        39      0
     621a J123844-455833 189.683906 -45.975364  477.7  665.5     0.00133     0.0025      0.0039     0.0025    68.436    59.261    156.38           40.957           33.80895            302.63   1.533018   0.00000      0.1098     0.00039     0.076          6        12        19        19      0
     622a J123848-455546 189.701685 -45.929475  472.8  681.9     0.00667     0.0071      0.0087     0.0072    62.558    49.950    141.76           25.826           19.15188            289.31  -0.885452  -0.83474      1.7498     0.00039     0.183          6        45        52        52      0
     623a J123851-442208 189.713053 -44.369104  454.6 1243.3     0.02970     0.0295      0.0329     0.0313    60.665    44.684    148.42           15.612            7.64301            295.86  -1.238099   0.00000     48.9895     0.00056     0.814          6        67        74        74      0
     624a J123854-435222 189.726244 -43.872813  446.4 1421.8     0.00674     0.0076      0.0092     0.0080    64.147    46.308    150.68           26.344           13.80380            298.50   0.016646   0.00000      2.9656     0.00048     0.257          6        38        45        45      0
     625a J123858-460203 189.741832 -46.034217  463.9  644.0     0.00348     0.0044      0.0057     0.0045    70.031    47.041    148.93           38.285           16.63650            296.75   0.002180   0.00000      0.2453     0.00039     0.084          6        28        35        35      0
     626a J123901-461722 189.757235 -46.289653  462.6  551.9     0.00524     0.0062      0.0073     0.0064    61.793    47.310    141.53           22.413           13.39698            288.78  -1.426647   0.00000      0.9395     0.00042     0.150          6        35        42        42      0
     627a J123903-425300 189.766411 -42.883318  426.3 1777.5     0.11114     0.1152      0.1227     0.1203    60.919    43.197    136.68           21.309            0.00000            282.97  -3.471601   0.00000     35.1656     0.00218     0.699          6        65        72        72      0
     628a J123908-455108 189.785423 -45.852536  451.1  709.0     0.00331     0.0046      0.0052     0.0046    62.486    46.630    140.51           23.981           11.36142            287.42  -0.192328   0.00000      0.2909     0.00044     0.094          6        26        33        33      0
     629a J123910-441239 189.793048 -44.211059  432.5 1299.6     0.01221     0.0130      0.0152     0.0136    63.311    45.658    140.39           25.549            8.08746            286.92  -0.252768   0.00000      5.1891     0.00058     0.313          6        46        53        53      0
     630a J123912-464632 189.802490 -46.775595  456.5  376.8     0.00376     0.0057      0.0069     0.0059    64.867    47.007    137.57           30.094           11.70380            283.56  -0.012162   0.00000      0.6930     0.00067     0.160          6        20        27        27      0
     631a J123914-442234 189.809470 -44.376020  429.9 1240.2     0.02395     0.0242      0.0276     0.0248    61.509    46.750    142.81           20.708           12.85582            290.06  -1.145923   0.00000     11.7695     0.00066     0.422          6        59        66        66      0
     632a J123916-445354 189.817903 -44.898548  433.1 1052.1     0.11819     0.1181      0.1253     0.1192    60.359    44.955    142.57           16.968            1.21477            289.78  -1.986194   0.00000     60.8091     0.00138     0.822          6        83        90        90      0
     633a J123916-443256 189.820512 -44.549200  428.8 1177.8     0.00283     0.0047      0.0063     0.0048    65.813    51.397    158.60           33.505           21.80965            306.63   0.016601   0.00000      0.0540     0.00071     0.048          6        16        23        23      0
     634a J123921-460514 189.837311 -46.087234  440.6  624.2     0.02379     0.0238      0.0261     0.0249    60.339    44.736    140.61           18.179            0.00000            287.71  -1.058603   0.00000     33.8704     0.00044     0.668          6        69        76        76      0
     635a J123922-432744 189.843006 -43.462197  411.9 1568.7     0.01280     0.0140      0.0173     0.0143    66.008    47.291    144.18           30.524           16.94036            291.03   0.304219   0.00000      1.8200     0.00084     0.195          6        41        48        48      0
     636a J123923-454805 189.848768 -45.802113  434.7  726.7     0.00173     0.0032      0.0037     0.0032    60.952    48.498    131.01           27.510            0.00000            279.24   0.000677   0.00000      0.1432     0.00046     0.083          6        14        21        21      0
     637a J123923-422641 189.849222 -42.445041  400.1 1934.4     0.03017     0.0409      0.0764     0.0415    85.580    55.432    135.03           63.134           32.18798            276.46   0.007929   0.00000      0.0492     0.00597     0.043          6        20        27        27      0
     638a J123924-451451 189.852822 -45.247537  427.8  926.2     0.00672     0.0082      0.0100     0.0084    63.962    47.996    151.03           26.164           18.31576            298.72  -0.247383   0.00000      0.5458     0.00069     0.118          6        32        39        39      0
     639a J123924-444439 189.852735 -44.744804  422.6 1107.1     0.01014     0.0111      0.0169     0.0113    73.833    52.117    151.67           45.040           27.64245            300.30  -0.010583   0.00000      0.5566     0.00109     0.118          6        33        40        40      0
     640a J123924-453020 189.853742 -45.505370  430.3  833.4     0.00478     0.0060      0.0076     0.0062    66.122    48.136    142.75           31.076           18.67372            289.42  -0.646370   0.00000      1.2721     0.00049     0.188          6        29        36        36      0
     641a J123926-462148 189.859225 -46.363375  438.1  524.7     0.00389     0.0053      0.0059     0.0054    63.296    44.104    127.00           31.015            0.00000            271.08   0.033570   0.00000      0.4712     0.00046     0.118          6        27        34        34      0
     642a J123926-464210 189.859059 -46.702649  441.8  402.7     0.00161     0.0041      0.0045     0.0041    61.202    46.135    142.56           19.800           10.35759            289.77   0.014241   0.00000      0.0061     0.00065     0.021          6         7        14        14      0
     643a J123931-433858 189.881872 -43.649603  403.7 1501.0     0.13593     0.1393      0.1405     0.1415    59.165    43.300    140.82           13.736            0.00000            287.96  -1.680226   0.00000    106.5117     0.00072     1.007          6        98       105       105      0
     644a J123936-444023 189.901126 -44.673163  409.5 1132.6     0.03447     0.0319      0.0394     0.0334    64.387    47.247    139.51           28.466           13.88894            285.96  -1.438399  -1.75370     18.0582     0.00093     0.501          6        65        72        72      0
     645a J123938-442451 189.909102 -44.414511  404.7 1225.6     0.01252     0.0131      0.0170     0.0136    66.577    48.492    149.56           31.610           20.25108            297.29  -0.447680   0.00000      3.0020     0.00079     0.248          6        42        49        49      0
     646a J123940-460822 189.918349 -46.139385  420.9  604.8     0.00471     0.0060      0.0069     0.0061    61.477    47.987    132.27           27.260            0.00000            279.81  -0.841441   0.00000      0.8618     0.00048     0.151          6        31        38        38      0
     647a J123943-423711 189.930939 -42.619532  380.2 1871.1     0.14383     0.1251      0.1685     0.1251    65.914    52.742    139.77           32.881           25.89272            287.01  -2.640957   0.00000      7.5203     0.00444     0.315          6        69        76        76      0
     648a J123946-435849 189.942686 -43.980761  391.4 1381.4     0.00346     0.0051      0.0062     0.0052    61.600    49.811    143.33           24.277           17.65000            291.00   0.002160   0.00000      0.2956     0.00063     0.103          6        21        28        28      0
     649a J123947-425522 189.946037 -42.922648  379.4 1762.0     0.20697     0.2051      0.2198     0.2101    61.099    44.183    132.97           24.195            0.00000            279.13  -4.406756   0.00000     94.3013     0.00243     1.029          6        82        89        89      0
     650a J123947-465734 189.947477 -46.959467  422.8  309.6     0.00851     0.0112      0.0145     0.0114    61.523    53.313    149.72           30.213           18.43318            296.57  -0.008732   0.00000      0.4998     0.00112     0.123          6        26        33        33      0
     651a J123949-424505 189.957334 -42.751317  374.6 1823.5     0.05578     0.0565      0.0749     0.0574    68.467    49.172    138.22           36.703           19.59028            283.74  -2.923896   0.00000      2.9517     0.00357     0.238          6        45        52        52      0
     652a J123953-463110 189.973375 -46.519631  411.5  467.6     0.00738     0.0086      0.0103     0.0089    63.887    46.725    143.65           25.869           14.85782            290.61  -1.069540   0.00000      1.0194     0.00061     0.154          6        36        43        43      0
     653a J123953-442841 189.973495 -44.478306  388.8 1202.1     0.01378     0.0152      0.0179     0.0152    63.519    47.779    126.86           32.467            0.00000            272.63  -1.267691   0.00000      9.9740     0.00087     0.442          6        44        51        51      0
     654a J123957-425614 189.990925 -42.937802  367.7 1756.1     0.00841     0.0151      0.0199     0.0153    78.598    42.737    143.78           52.398            0.00000            289.41  -0.022222   0.00000      0.3222     0.00227     0.124          6        14        21        21      0
     655a J123958-435711 189.991615 -43.953337  378.5 1390.9     0.00667     0.0077      0.0101     0.0080    63.255    51.691    131.96           32.187           16.19792            280.34   0.021285   0.00000      1.1266     0.00069     0.168          6        33        40        40      0
     656a J123959-431409 189.996175 -43.235821  369.5 1648.9     0.00715     0.0092      0.0137     0.0095    74.851    49.778    144.99           46.547           23.21920            291.54  -0.004595   0.00000      0.2700     0.00121     0.093          6        24        31        31      0
     657a J124004-461011 190.018621 -46.169917  396.3  593.1     0.00378     0.0052      0.0063     0.0053    65.519    46.945    138.10           31.127           12.36468            283.97   0.003738   0.00000      0.4581     0.00052     0.120          6        25        32        32      0
     658a J124005-463905 190.023049 -46.651462  400.7  419.9     0.04687     0.0498      0.0503     0.0504    59.222    43.424    143.53           11.344            0.00000            290.77  -2.244639   0.00000     35.1277     0.00075     0.663          6        73        80        80      0
